ladin	italian	english	resource
L latin rejonà dai mercanc e dai sudé romans rué te la Dolomites no l'era segur l valif che i durèa i gregn scritores classics, ma la rejonèda del popul che, mescedèda con chela de la jent che stajea te chisc raions (Rec, Norics e Celc), mingol a l'outa la se à mudà e l'é doventà n lengaz deldut nef.	Il latino parlato dai mercanti e dai soldati romani che arrivarono sulle Dolomiti  non era quello usato dai grandi scrittori classici, ma un  latino volgare che, a contatto con le parlate locali (di genti  retiche, noriche e celtiche), si trasformò sempre più, dando così origine a una nuova lingua.	The Latin spoken by Roman merchants and soldiers who flocked to this area was not the same language used by the great classical writers; it was Vulgar Latin ("nonstandard" as opposed to "classical") which, in contact with local dialects (spoken by Rhaetian, Norican and Celtic peoples), eventually transformed into a new language.	brochure1
Bonamenter ti prumes centenees dò da Crist l raion ladin l tolea ite beleche duta la Èlpes, dal Danubie al Lech de Garda, enscin al mèr Adriatich.	Si presume che nei primi secoli d.C. l'area ladina abbracciasse quasi tutto l'arco alpino, dal Danubio al Lago di Garda, fino alle coste adriatiche.	Conceivably, in the early A.D. centuries, the Ladin area included almost the entire Alpine range, from the Danube to Lake Garda, down to the Adriatic coast.	brochure1
Col jir del temp chesta unità culturèla la se à deslebià per via de la invajions barbariches e de la fin de l'Imper roman de l'Ozident, tel V centené dò Crist.	Con il passare del tempo  però questa unità culturale venne meno a causa delle invasioni barbariche e della caduta dell'Impero romano d'Occidente, nel V secolo d.C.	With passing time, however, this cultural unity disintegrated due to the invasion of the barbaric tribes and the subsequent fall of the Western Roman Empire in the fifth century A.D.	brochure1
Coscita l lengaz e la cultura di ladins i é resté vives demò te vèlch valèda serèda ite.	La lingua e la cultura dei ladini  rimasero pertanto confinate solo in alcune zone isolate.	The language and culture of the Ladin people, as a result, remained confined only to a few scattered and isolated areas.	brochure1
Anchecondì l ladin l vegn rejonà te trei raions: ti Grijons (te la Svizra), te la Ladinia Dolomitica, che la tol ite la cinch valèdes dintorn i crepes de Sela (Gherdena, Badia, Fodom, Ampez e Fascia) e tel Friul, che l'é l raion più orientèl e più gran.	Oggi il ladino è parlato in tre aree: nel Cantone dei Grigioni in Svizzera, nella Ladinia Dolomitica, ovvero nelle  cinque vallate raccolte attorno al massiccio del Sella (Val Gardena, Val Badia, Livinallongo, Ampezzo e Val di Fassa) e in Friuli, che è l'area più orientale e più estesa.	Today, Ladin is spoken in three areas: in the Canton of Grisons in Switzerland, in the Ladin Dolomites, namely, the five valleys gathered around the Sella group (Gardena Valley, Badia Valley, Livinallongo, Ampezzo and Fassa Valley) and in Friuli, which is the easternmost and largest Ladin-speaking area.	brochure1
Chisc raions i é belebon destaché un da l'auter, per chest se à svilupà variantes desvalives che, enceben che les se somee, anchecondì les à de gran desferenzes anter una e l'autra.	La  distanza geografica ha contribuito allo sviluppo di diverse  varianti linguistiche che, pur rimanendo simili, presentano oggi notevoli differenze.	Geographical distance has contributed to the development of different linguistic varieties which, while remaining mutually intelligible, today show significant differences.	brochure1
L ladin l'é n lengaz che vegn durà te la vita da duc i dis, te l'aministrazion publica, te scola e ti mesi de comunicazion: l'é donca n lengaz vif, che muda en seghit aldò di besegnes d'aldidanché.	Il ladino è utilizzato nella vita  quotidiana, nell'amministrazione pubblica, nelle scuole  e nei mass media; si tratta di una lingua viva, in continuo mutamento, capace di rispondere alle esigenze della  vita moderna.	Ladin is used in daily life, in public administration, in schools and in the media; it is a living and constantly changing language, capable of responding to the demands of modern life.	brochure1
L'ordenament de la Region Autonoma Trentin-Sudtirol l stravardea i Ladins desche terz grop linguistich, apede l grop todesch e chel talian, e la comunanza ladina la é recognosciuda anter la mendranzes linguistiches da leges nazionèles e internazionèles.	L'ordinamento della Regione Autonoma Trentino - Alto Adige tutela i Ladini come terzo gruppo  linguistico, accanto al gruppo tedesco e a quello italiano,  e la comunità ladina è riconosciuta tra le minoranze linguistiche dalla legislazione nazionale e internazionale.	The legal system of the Autonomous Region Trentino - South Tyrol safeguards the Ladin people as the region's third linguistic group, alongside German and Italian; the Ladin community is recognized as a linguistic minority by national and international legislation.	brochure1
Per saer de più tras video en cont de lengaz e cultura ladina va a veder l canal YouTube.	Per conoscere  in video lingua  e cultura  ladina visita  il canale YouTube	To learn about Ladin language and culture via video, visit the YouTube channel.	brochure1
Veste emparèr vèlch parola per ladin?	Vuoi imparare qualche parola in ladino?	Do you want to learn some words in Ladin?	brochure1
Bondì!	Buongiorno!	Good morning!	brochure1
Detelpai!	Grazie!	Thank you!	brochure1
Cèsa.	Casa.	House.	brochure1
Paìsc.	Villaggio.	Village.	brochure1
Magnèr.	Mangiare.	To eat.	brochure1
Jent.	Gente.	People.	brochure1
Lengaz.	Lingua.	Language.	brochure1
Carnascèr.	Carnevale.	Carnival.	brochure1
Soreie.	Sole.	Sun.	brochure1
Crep.	Roccia.	Rock.	brochure1
Louf.	Lupo.	Wolf.	brochure1
Moliné.	Mugnaio.	Miller.	brochure1
Baranchie.	Pino mugo.	Creeping pine.	brochure1
Fior da la sita.	Rododendro.	Rhododendron.	brochure1
Mingol de storia.	Cenni storici	Historical background.	brochure1
L fat che Fascia la sibie scì en aut l'à semper abù n gran peis sul viver de sia jent: tel Mesolitich chiò ruèa adalèrch demò vèlch giagher per jir a la ciacia; i prumes insediamenc staboi i é de l'Età del Bron e del Fer e da enlouta en ca, per passa mile egn, la val l'à vivù de chel che dajea i ciampes e de l'arlevament de bestiam.	L'altitudine della Val di Fassa ha da sempre condizionato la vita dei suoi abitanti: nel Mesolitico questa zona era  frequentata solo saltuariamente per le battute di caccia,  mentre i primi insediamenti stabili risalgono all'Età del Bronzo e del Ferro: per oltre un millennio la valle si resse  su un'agricoltura di pura sussistenza e sull'allevamento.	The altitude of Fassa Valley has always influenced the life of its inhabitants: in the Mesolithic, this area was only occasionally frequented for hunting parties, while the first permanent settlements date back to the Bronze and Iron Ages: for over a millennium, the valley purely functioned on subsistence farming and animal husbandry.	brochure1
Del 15 dant da Crist Druso e Tiberio i é rué te la Èlpes e i à tout possess de dut chest raion, che l'é restà sot l'Imper Roman enscin del 476 dò Crist, canche l'é crodà.	Nel 15 a.C. Druso e Tiberio avanzarono verso le Alpi  conquistando tutti i territori, che rimasero assoggettati  all'Impero Romano fino al 476 d.C., anno della sua caduta.	In 15 B.C., Drusus and Tiberius advanced towards the Alps conquering all the territories, which remained under the Roman Empire until 476 A.D., the year of its fall.	brochure1
Te l'Età de Mez, dò i egn fosć de la invajions barbariches, i paìjes de la val i se à endrezà adum te la Comunità de Fascia, che la era sot l Prinzipat Episcopal de Persenon, metù su del 1027, ma che l'à semper abù na bona autonomìa che ge à dat l met de tegnir su la usitèdes veiores.	Nel Medioevo, dopo il periodo oscuro delle invasioni  barbariche, i paesi della valle si organizzarono nella Comunità di Fassa, parte del Principato vescovile di Bressanone istituito nel 1027, ma con una particolare autonomia, che le permise di conservare usi e consuetudini  propri.	In the Middle Ages, after the dark period brought about by the invasions of many barbaric tribes, the valley villages were organized in the Community of Fassa, as part of the Prince-Bishopric of Bressanone established in 1027; the Community enjoyed, however, special autonomy, which promoted the preservation of its own customs and traditions.	brochure1
Per ejempie i bosć e i pèscoi l'era Ben Comun, timpruma de la Comunità e dò spartì fora anter la Regoles, che les ge coresponea presciapech ai paìjes da anchecondì.	Ad esempio, i boschi e i pascoli formavano il Bene  collettivo, o indiviso (Ben Comun), patrimonio inizialmente della Comunità e successivamente delle singole Regole, corrispondenti grosso modo agli odierni paesi.	For example, woods and pastures were considered collective assets, they were initially owned by the Community, and subsequently by individual Commons, roughly corresponding to the villages we see today.	brochure1
Del 1363 la Contea del Tirol la é doventèda pèrt de l'Imper de l'Austria e Ungherìa e coscita ence l Prinzipat Episcopal de Persenon.	Nel 1363 la Contea del Tirolo entrò a far parte dell'Impero d'Austria e Ungheria e così anche il Principato Vescovile  di Bressanone.	In 1363 the County of Tyrol became part of the Austro-Hungarian Empire and with it the Prince Bishopric of Bressanone.	brochure1
Da enlouta e enscin a la fin de la Gran Vera Fascia e la Ladinia les é restèdes sot l'Austria per dò passèr, dessema con dut l Trentin e l Sudtirol, al Regn de la Tèlia.	Da allora e fino alla fine della Prima guerra  mondiale Fassa e la Ladinia rimasero  austriache, per poi passare, assieme a  tutto il Trentino - Alto Adige, al Regno  d'Italia.	Since then, and until the end of WWI, the Fassa Valley and the whole Ladin area remained under Habsburg control, later becoming part of the Kingdom of Italy together with the entire Trentino - South Tyrol region.	brochure1
Endèna i egn del fascism la Ladina la é stata spartida su te trei raions aministratives: del 1923 Ampez e Fodom les é doventèdes pèrt de la provinzia de Belun; del 1927 Gherdena e Badia les é states tachèdes ite te la provinzia de Busan, tant che metuda en esser, e Fascia la é stata lascèda con Trent.	Durante il periodo fascista la Ladinia  fu infine divisa amministrativamente  in tre parti: nel 1923 Ampezzo e Livinallongo furono assegnate alla provincia di Belluno, mentre nel 1927 la Val Gardena e la Val Badia entrarono a far  parte della neocostituita provincia di Bolzano, la Val di Fassa rimase invece  in provincia di Trento.	During the Fascist period, the Ladin area was administratively divided into three parts: in 1923, Ampezzo and Livinallongo were assigned to the province of Belluno, while in 1927, the Gardena and Badia valleys became part of the newly established province of Bolzano, with the Fassa Valley remaining part of the province of Trento.	brochure1
Usanzes e tradizions.	Usi, costumi e tradizioni	Conventions, Customs and Traditions.	brochure1
Fascia: na valèda ladina, n scrign de usanzes tegnudes su da veiamenter en ca e de na identità sćiantiva e unica che se palesea tras n lengaz veior, ma vif e dinamich, orgolie de sia jent.	Fassa, una valle ladina,  scrigno di usanze  che si conservano  nel tempo e di un'identità  originale e unica che  si esprime attraverso  una lingua antica, ma  viva e dinamica,  orgoglio dei suoi abitanti.	Fassa, a Ladin valley, a treasure trove of customs that are preserved over time and an original and unique identity expressed through an ancient, yet lively and dynamic language, which is the pride of its inhabitants.	brochure1
Ma l'é pa amò de autra marevees che speta chi che sarà curious de descorir chest raion.	Altre meraviglie  attendono chi avrà la  curiosità di scoprire  o riscoprire questo  territorio.	Other wonders await those driven by the desire to discover or rediscover this territory.	brochure1
La jent de Fascia la é semper stata leèda a na vida n muie fona a sia tera, a sia identità e a sia tradizions e usitèdes: vèlch una de chestes la vegn ca adertura da rituèi pagans veiores che, col jir del temp, i é stac touc ite o adaté da la religion cristièna.	I Fassani sono profondamente legati alla propria terra, alla  propria identità e alle proprie tradizioni, le cui origini conservano  tracce di ritualità pagane, assorbite o rielaborate nel corso dei  secoli dalla religione cristiana.	The inhabitants of the Fassa Valley are deeply tied to their land, their identity and their traditions, whose origins preserve traces of pagan rituals, absorbed or reprocessed over the centuries by the Christian religion.	brochure1
I é tropes i rituèi porté inant da na generazion en l'autra e che i vegn amò metui en esser ogne an.	Annualmente in Val di Fassa si ripropongono antichi rituali tramandati di generazione in generazione.	Ancient rituals handed down from generation to generation are put on display in Fassa Valley every year.	brochure1
Soraldut via per l'invern, ajache zacan l'era na sajon de paussa dal lurier te ciamp.	Questi riti venivano celebrati soprattutto in inverno, quando  il lavoro nei campi era meno intenso.	Especially in winter, when work in the fields was less intense.	brochure1
Se scomenza co la festa de Sèn Nicolò che l va fora per paìsc compagnà da n agnol e da n diaol (krampus); l porta n ceston de dons per i bec valenc e l chier semper de spervader i più feruscoi a se comportèr più delvers.	Si inizia con la festa di San Nicolò, che arriva in paese accompagnato da un angelo e da un diavolo (krampus), distribuendo doni  ai bambini buoni e convincendo i più disubbidienti a comportarsi  meglio.	The first event is the Feast of St. Nicholas, who arrives in the village accompanied by an angel and a devil (krampus), distributing gifts to good children and convincing the most disobedient ones among them to behave better.	brochure1
Ence en vea de Pèsca Tofènia vegn renovà na usanza da zacan: chela de sciumentèr e trèr fora èga sènta te majon, te stala e te tobià per se stravardèr da la tampesta, dal fech, da la stries e dai spiric, scrivan ence sun usc la pruma letres di inomes di Trei Rees K+M+B (Kaspar, Melchior e Balthasar) e l mileisem de l'an tanche scomenzà.	Anche alla vigilia dell'Epifania (in ladino Pèsca Tofènia) si  rivive un'antica usanza: la benedizione della casa, della stalla e  del fienile per ottenere la protezione dalle tempeste, dal fuoco,  da streghe e spiriti maligni.	An ancient custom is also revived on the eve of the Epiphany (in Ladin, Pèsca Tofènia): the blessing of homes, stables and barns, to protect them from storms, fire, witches and evil spirits. Entrance doors bear the initials of the Three Kings' names K + M + B (Kaspar, Melchior and Balthasar) and the numbers representing the year that has just begun.	brochure1
Te vèlch paìsc l'é joenec regolé desche i Trei Rees che fèsc chest rituèl, passan fora per la cèses per ciantèr de sie viac e per anunzièr che l'é nasciù Gejù.	Sulle porte d'ingresso vengono scritte  le iniziali dei nomi dei Re Magi K+M+B (Kaspar, Melchior e Balthasar) e le cifre dell'anno appena iniziato; in alcuni paesi ragazzi  vestiti da Magi compiono questo rito, andando di casa in casa  per cantare del loro viaggio e per annunciare la nascita di Gesù.	In some villages, children dressed as the Three Kings perform this ritual, going from house to house to sing about their journey and to announce the birth of Jesus.	brochure1
Via per l'invern vegnìa zelebrà la maor pèrt di maridoc, ence chisc riches de sacotanta usanzes, e ocajion per se tirèr ite i bie guants da festa.	In inverno si celebravano molti matrimoni, che si distinguevano  anch'essi per rituali affascinanti ed erano occasione per indossare i bellissimi abiti festivi.	Also weddings were celebrated in winter and stood out for their fascinating rituals, during which people could wear their beautiful festive garments.	brochure1
Ma l moment più spetacolous l'é chel del Carnascèr fascian, che l'à tegnù su tel temp carateristiches tradizionèles de gran enteress, soraldut te la Val de sora.	Ma il momento più spettacolare è quello del carnevale ladino  di Fassa (Carnascèr fascian), che ha conservato nel tempo tratti  molto originali, soprattutto nell'alta valle.	But the most spectacular moment is that of the Ladin carnival of Fassa, which, over time, has preserved its very original traits, especially in the upper part of the valley.	brochure1
La fegures de maor emportanza del Carnascèr fascian l'é la Gran Mèscres, i personajes che anunziea la defilèda, vèlch outa passan adertura fora per ogne majon: l Laché, con sie portament nobol, l ciapel con su fiores da color e l bachet zipià; i Marascons, co la centes da bronsines dintorn l venter; e l Bufon, pien de matitèdes e de bufonèdes per duc, con sia facera dal gran nès e l ciapel a ponta.	Caratterizzano il carnevale  fassano le Gran Mèscres, i personaggi del corteo che annuncia i  festeggiamenti, a volte passando di casa in casa: il Laché, con il suo  portamento fiero, il cappello con i fiori di tutti i colori e lo scettro; i Marascons, con pesanti campanacci attorno alla vita; e il Bufon, il  matto della compagnia che dispensa battute pungenti a tutti, riconoscibile dalla maschera con il lungo naso e dal cappello a punta.	The carnival of the Fassa Valley is characterized by the Gran Mèscres, the characters of the procession who announce the festivities, sometimes going from house to house: the Laché, with his proud stride, a hat adorned by colorful flowers and a scepter, the Marascons, wearing heavy bells around their waist, and the Bufon, the madman of the group who dispenses pungent jokes to all and is recognizable by his long-nose mask and pointed hat.	brochure1
Demò a Ciampedel vegn amò tegnù su l'autra mèscra da zacan, l Paiazo, n joen gustegol e matuscel che l ge va dò a l'autra mèscres trajan slinches e fajan ciampilotes.	Solo a Campitello si conserva un'ulteriore figura del corteo carnevalesco, l Paiazo, giovane giocherellone e gioviale che salta e rotola  in terra al seguito dei suoi compagni.	A further character of the carnival parade is the Paiazo, a playful and jovial young man who jumps and rolls on the ground, but his representation survives only in the village of Campitello.	brochure1
Chi egn l'era i conscric del paìsc e i joegn da maridèr che fajea la mèscres prinzipèles.	Un tempo queste maschere  erano impersonate dai conscric (ragazzi cha avevano raggiunto in  quell'anno la maggior età) o dai giovani scapoli del paese.	In the past, these masks were impersonated by the conscric or the young bachelors of the village.	brochure1
Apede chestes tol pèrt a la defilèda mèscres dutes de legn zipià fora con braura da artejegn e zipiadores de la val.	Accanto  a loro sfilano altri personaggi caratterizzati dalle faceres a bel e a  burt, splendide maschere in legno, opera di eccellenti scultori locali.	Other characters wearing splendid wooden masks carved by excellent local sculptors parade next to them.	brochure1
Na Val da descorir…	Una valle da scoprire...	A valley to be discovered…	brochure1
Se te ves saer amò zeche va a veder l Museo Ladin de Fascia.	per saperne di più visita  il Museo ladino di Fassa	To learn more, visit the Ladin Museum of Fassa.	brochure1
Aldò del mot de la presidenza sudtiroleisa, duc i aboné i podarà "jir sorafora i confins" debant coi mesi publics	In linea con il motto della presidenza altoatesina, tutti gli abbonati potranno "superare i confini" gratuitamente con i mezzi pubblici	In line with the motto of the South Tyrolean presidency, all subscribers will be able to 'cross borders' free of charge by public transport	comunicato1015
Ai 25 de mé del 2024, Dì de la mobilità Euregio	25 maggio 2024, Giornata della mobilità Euregio	25 May 2024, Euregio Mobility Day	comunicato1015
En sabeda i 25 de mé l é endò la Dì de la mobilità Euregio.	Torna sabato 25 maggio la Giornata della Mobilità Euregio.	The Euregio Mobility Day returns on Saturday 25 May.	comunicato1015
Chi che à n abonament per l trasport coi mesi publics e l EuregioFamilyPass i podarà fèr viajes debant te duta l'Euregio Tirol-Sudtirol-Trentin, da Borghetto a Kufstein.	I titolari di abbonamenti per il trasporto pubblico e di EuregioFamilyPass potranno viaggiare gratuitamente in tutta l'Euregio Tirolo-Alto Adige-Trentino, da Borghetto a Kufstein.	Holders of public transport season tickets and EuregioFamilyPasses will be able to travel for free throughout the entire Euregio Tyrol-South Tyrol-Trentino, from Borghetto to Kufstein.	comunicato1015
Na bona ocajion per cognoscer l'Euregio te duta sia pèrts: vedudes orignièles, melaures de la natura e del èrt, e curta informazions de storia tel Tirol, Sudtirol, e Trentin, debant e a na vida sostegnibola, aldò del mot de la presidenza sudtiroleisa de l'Euregio, "Sorafora i confins".	Una buona opportunità per scoprire l'Euregio in tutte le sue sfaccettature: paesaggi unici, tesori naturali e artistici e 'perle' di storia in Tirolo, Alto Adige e Trentino, gratuitamente e in modo sostenibile, seguendo il motto della presidenza altoatesina dell'Euregio, "superare i confini".	This is a good opportunity to discover the Euregio in all its facets: unique landscapes, natural and artistic treasures and 'pearls' of history in Tyrol, South Tyrol and Trentino, free of charge and in a sustainable way, following the motto of the South Tyrolean Euregio Presidency, 'overcoming borders'.	comunicato1015
A la leta ence vèlch coleament con impianc portamont 	A disposizione anche alcuni collegamenti funiviari	Some cable car connections are also available	comunicato1015
Ai 25 de mé del 2024, duc chi che à l'EuregioFamilyPass e/o n abonament valevol tel Tirol, Sudtirol e Trentin per l trasport public dal post anuèl, semestrèl e, per l Trentin, ence demò per n meis o na setemèna, i podarà cognoscer duta l'Euregio a n avida sorida, segura e zenza fèr couda coi auti.	Il 25 maggio 2024, tutti i possessori dell'EuregioFamilyPass e/o di un abbonamento in corso di validità in Tirolo, Alto Adige e Trentino per il trasporto pubblico locale annuale, semestrale e, per il Trentino, anche mensile e settimanale, potranno scoprire l'intera Euregio in modo comodo, sicuro e senza code.	On 25 May 2024, all holders of the EuregioFamilyPass and/or a valid season ticket in Tirol, South Tyrol and Trentino for annual, six-monthly and, for Trentino, also monthly and weekly local public transport will be able to discover the entire Euregio in a comfortable, safe and queue-free way.	comunicato1015
No vegn sport debant la ferates per viajes lonc Frecciargento, Railjet, Eurocity e Intercity (IC).	Sono esclusi i treni a lunga percorrenza come Frecciargento, Railjet, Eurocity e Intercity (IC).	Long-distance trains such as Frecciargento, Railjet, Eurocity and Intercity (IC) are excluded.	comunicato1015
Tel Sudtirol e tel Trentin sarà debant ence vèlch coleament con impianc portamont, che sporc semper na "esperienza fora de anter" a duta la familia: tel Sudtirol i impianc de Renon, de Colle, de Verano, de Meltina e Maranza, estra che a la picola ferata del Renon e de la Mendola; tel Trentin la funivia Trent-Sardagna.	In Alto Adige e in Trentino saranno inoltre gratuiti anche alcuni collegamenti funiviari, che offrono sempre un'esperienza speciale a tutta la famiglia: in Alto Adige le funivie di Renon, del Colle, di Verano, Meltina e Maranza, oltre al trenino del Renon e la funicolare della Mendola; in Trentino la funivia Trento-Sardagna.	In South Tyrol and Trentino some cableway connections, which always offer a special experience for the whole family, will also be free of charge: in South Tyrol the Renon, Colle, Verano, Meltina and Maranza cableways, as well as the Renon train and the Mendola funicular; in Trentino the Trento-Sardagna cableway.	comunicato1015
A chesta scomenzadiva tol pèrt ence l Autopostale de la Svizra anter Malles e Val Monastero, ma no tol pèrt la Linea 282 Tanas-Lana e i Shuttle Nightliner.	E all'iniziativa aderisce anche l'AutoPostale Svizzera tra Malles e Val Monastero, mentre non aderiscono la Linea 282 Tanas-Lana e gli Shuttle Nightliner.	And the Swiss PostBus between Malles and Val Monastero is also taking part, while Line 282 Tanas-Lana and the Nightliner shuttles are not.	comunicato1015
Met vèrda ai oraries per vegnir de retorn	Attenzione agli orari per il rientro	Attention to return times	comunicato1015
Se envia i utenc a vardèr dantfora i oraries per l viac de retorn, ajache pel esser che te chesta dì particolèra ge sie più jent de viac che de zenza.	L'invito agli utenti è di tenere conto degli orari per il viaggio di ritorno, anche perché è possibile che in questa particolare giornata il numero di persone in viaggio sia maggiore rispetto al solito.	Users are asked to take note of the timetable for the return journey, also because it is possible that on this particular day the number of people travelling will be greater than usual.	comunicato1015
Maor informazions e oraries a la leta sui sic web: www.vvt.at (Tirol e coleamenc tras ferata col Sudtirol), www.suedtirolmobil.info/it/ (Sudtirol coleamenc tras ferata envers Dispruch e Lienz) e www.trentinotrasporti.it (Trentin).	Informazioni più dettagliate e orari sono disponibili sui siti web: www.vvt.at  (Tirolo con collegamenti ferroviari per l'Alto Adige), www.suedtirolmobil.info/it/  (Alto Adige con collegamenti ferroviari per Innsbruck e Lienz) e www.trentinotrasporti.it  (Trentino).	More detailed information and timetables can be found on the websites: www.vvt.at (Tyrol with train connections to South Tyrol), www.suedtirolmobil.info/it/ (South Tyrol with train connections to Innsbruck and Lienz) and www.trentinotrasporti.it (Trentino).	comunicato1015
De autra informazions a chest link:	Altre informazioni a questo link:	Further information at this link:	comunicato1015
Te l'enjonta: flyer con informazions	In allegato: flyer con informazioni	Attached: flyer with information	comunicato1015
Ence te la provinzia de Trent pea via la campagna nazionèla de comunicazion sul Fascicol Sanitèr Eletronich 2.0	Parte anche in provincia di Trento la campagna nazionale di comunicazione sul Fascicolo Sanitario Elettronico 2.0	The national communication campaign on the Electronic Health Record 2.0 also starts in the province of Trento	comunicato1032
Segures de nosc benstèr, pea via la campagna de informazion	Sicuri della nostra salute, al via la campagna informativa	Safe in our health, the information campaign kicks off	comunicato1032
Ence te la Provinzia de Trent pea via la campagna de informazion sul Fascicol Sanitèr Eletronich 2.0 "Segures de nosc benstèr".	Al via anche in provincia di Trento la campagna di informazione sul Fascicolo Sanitario Elettronico 2.0 "Sicuri della nostra salute".	The information campaign on the Fascicolo Sanitario Elettronico 2.0 (Electronic Health File 2.0) "Sicuri della nostra salute" (Safe in our health) has also kicked off in the province of Trento.	comunicato1032
L Fascicol sanitèr eletronich, l é l strument che l Servije sanitèr nazionèl l é do a potenzièr coi fondi del PNRR, e loite l é i documenc clinics di zitadins. Chest l ge consent al personal sanitèr de i poder vardèr fora per curèr miec, ence te situazions de emerjenza, i pazienc.	Il Fascicolo sanitario elettronico, lo strumento che il Servizio sanitario nazionale sta potenziando con i fondi del PNRR, contiene i documenti clinici dei cittadini e consente al personale sanitario di consultarli per curare al meglio, anche in situazioni d'emergenza, gli assistiti.	The Electronic Health File, the tool that the National Health Service is enhancing with PNRR funds, contains citizens' clinical documents and allows health personnel to consult them in order to better treat patients, even in emergency situations.	comunicato1032
Tel Trentin i zitadins i pel jir ite tel Fascicol Sanitèr Eletronich tras TreC+ (da pc o App).	In Trentino i cittadini accedono al Fascicolo Sanitario Elettronico attraverso TreC+ (da pc o App).	In Trentino, citizens access the Electronic Health Record through TreC+ (from PC or App).	comunicato1032
A una con chel che l vegn comanà da l'Autorità de garanzia per l stravardament di dac personai, i zitadins i pel palesèr de esser de contra al fat che vegne metù ite en automatich tel FSE i dac e i documenc Sanitères che vegn fora da evenc clinics che fèsc referiment a la prestazions fates dal Servije sanitèr dant dai 19 de mé del 2020.	In linea con quanto disposto dall'Autorità garante per la protezione dei dati personali, i cittadini possono opporsi all'inserimento automatico nel FSE dei dati e documenti sanitari generati da eventi clinici riferiti alle prestazioni erogate dal Servizio sanitario prima del 19 maggio 2020.	In line with the provisions of the Guarantor Authority for the Protection of Personal Data, citizens can object to the automatic inclusion in the ESF of health data and documents generated by clinical events relating to services provided by the Health Service before 19 May 2020.	comunicato1032
Demò chi zitadins che no i à jà dat sia permiscion a l'implementazion del storich, i podarà se palesèr de contra enfin ai 30 de jugn tras l sistem online Sistem Tessera sanitèra (TS).	Sarà possibile esprimere la facoltà di opposizione fino al 30 giugno accedendo al sistema online Sistema Tessera sanitaria (TS), solo per i cittadini che non abbiano già rilasciato il consenso all'alimentazione dello storico.	It will be possible to express the right to object until 30 June by accessing the online Sistema Tessera sanitaria (TS) system, only for citizens who have not already given their consent to the feeding of the history.	comunicato1032
La campagna de comunicazion metuda a jir dal Minister de la Sanità, dessema col Departiment del tramudament digitèl de la Presidenza del Consei e l Minister de l'economia e de la finanzes, en colaborazion co la Regions e Provinzies autonomes, l'à l fin de meter en consaputa i zitadins de la possiblitèdes che l perveit l Fascicol Sanitèr Eletronich. Più avisa: i fins, si contegnui, i deric che se pel fèr valer con referiment al tratament di dac.	La campagna di comunicazione realizzata dal Ministero della Salute, di concerto con il Dipartimento della trasformazione digitale della Presidenza del Consiglio e il Ministero dell'economia e delle finanze, in collaborazione con le Regioni e Province autonome è finalizzata a informare la cittadinanza sulle potenzialità del Fascicolo Sanitario Elettronico, le sue finalità, i suoi contenuti e i diritti che la stessa può esercitare con riferimento al trattamento dei dati.	The communication campaign implemented by the Ministry of Health, in agreement with the Department of Digital Transformation of the Prime Minister's Office and the Ministry of Economy and Finance, in collaboration with the Regions and Autonomous Provinces, is aimed at informing citizens about the potential of the Electronic Health Record, its purposes, its contents, and the rights they can exercise with regard to data processing.	comunicato1032
En cont de chest ultim pont, descheche l é stat domanà bel avisa dal Garant privacy, l é pervedù l derit per l zitadin de portèr dant sia oposizion a l'implementazion del FSE con dac o documenc che i é vegnui fac dant dai 19 de mé 2020.	In particolare, su quest'ultimo punto, come espressamente richiesto dal Garante privacy, è previsto il diritto per il cittadino di esercitare opposizione all'alimentazione del FSE con dati o documenti generati prima del 19 maggio 2020.	In particular, on this last point, as expressly requested by the Privacy Guarantor, there is the right for citizens to oppose the feeding of the ESF with data or documents generated before 19 May 2020.	comunicato1032
Con chel dì defat, l FSE l vegn implementà a na moda automatica con dac e documenc sanitères digitèi che vegn ca da la prestazions fates dal Servije Sanitèr Nazionèl enfin ai 18 de mé del 2020.	A partire da tale data, infatti, il FSE viene alimentato in modo automatico con i dati e documenti digitali sanitari relativi a prestazioni erogate dal Servizio Sanitario Nazionale fino al 18 maggio 2020.	Starting from that date, in fact, the ESF is automatically fed with digital health data and documents relating to services provided by the National Health Service until 18 May 2020.	comunicato1032
Per consentir de fèr valer l derit de oposizion l Minister de la sanità l à metù a la leta di zitadins na funzion aposta su la piataforma nazionèla online Sistem Tessera Sanitèra (TS) che la sarà ativa enfin ai 30 de jugn che vegn.	Per permettere di esercitare il diritto di opposizione il Ministero della salute ha messo a disposizione dei cittadini un'apposita funzionalità sulla piattaforma nazionale online Sistema Tessera Sanitaria (TS) che sarà attiva fino al prossimo 30 giugno.	In order to allow citizens to exercise their right to object, the Ministry of Health has made available a special function on the national online platform Sistema Tessera Sanitaria (TS) that will be active until next 30 June.	comunicato1032
No l vegn ametù de fèr oposizion per chi documenc digitèi jà ciarié tel FSE per chi che l é jà stat manà ite avisa la permiscion da pèrt del pazient, e ence la prescrizions e la prestazions farmaceutiches e spezialistiches.	Sono esclusi dall'opposizione i documenti digitali già caricati nel FSE per i quali sia stato fornito lo specifico consenso da parte dell'assistito, nonché le prescrizioni ed erogazioni farmaceutiche e specialistiche.	Excluded from opposition are digital documents already uploaded to the FSE for which specific consent has been provided by the patient, as well as pharmaceutical and specialist prescriptions and dispensations.	comunicato1032
